"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AWJ11_06460",2254.3312910693,7.19264884389409,0.136787319584987,52.5827164807134,0,0
"AWJ11_06465",1683.84411623001,6.50382525708231,0.137949112179558,47.1465539308202,0,0
"AWJ11_06470",999.056272067738,7.12507119777462,0.185184913787883,38.4754408554895,0,0
"AWJ11_06475",11727.174336819,6.15015417101902,0.0796142737583184,77.249391104022,0,0
"AWJ11_06480",2937.92109487503,6.74781088447638,0.113486044962708,59.4593889204066,0,0
"AWJ11_06485",9862.74271445978,5.75243822821091,0.0777727328177087,73.9647177076063,0,0
"AWJ11_06490",4305.10111811406,6.92655961188938,0.11083643934077,62.4935233672878,0,0
"AWJ11_06495",2507.8856951988,6.40221487813866,0.111997447973681,57.1639353750557,0,0
"AWJ11_06510",999.761504833937,5.09266463901904,0.127805062505127,39.8471276426531,0,0
"AWJ11_06525",10674.6072308759,5.8421370800507,0.0800963718189575,72.9388478825948,0,0
"AWJ11_06530",25970.1841066501,4.33244500299333,0.0747004061545225,57.997609732287,0,0
